"company_name","industry","total_reviews","company_overall_rating","company_work_life_balance","company_salary_benefits","company_job_security","company_company_culture","company_skill_development","company_work_satisfaction","company_promotions_appraisal","review_title","overall_rating","review_date","designation","employment_type","employee_status","work_location","likes","dislikes","additional_comments","sub_work_life_balance","sub_salary_benefits","sub_job_security","sub_company_culture","sub_skill_development","sub_work_satisfaction","sub_promotions_appraisal","source_page","source_url"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","09/03/2022","Sales Officer","ITC IBD Department","Current Employee","Hyderabad","Working in itc company it is very proud to say iam itc employ.","Nothing is to say about working in itc","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","4.0","5.0","5.0","5.0","4.0","5.0","5.0","334","https://www.ambitionbox.com/reviews/itc-reviews?page=334"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","14/08/2021","Area Manager","Sales Department","Current Employee","Lucknow","Awesome experience and learning..
Sales as well as computers","Packages could be better","Monday to Saturday ( Strict Timings ) , This job involves Travel Within Country .","3.0","4.0","5.0","5.0","5.0","5.0","5.0","334","https://www.ambitionbox.com/reviews/itc-reviews?page=334"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","04/04/2021","Production Technician","Operations, Maintenance & Support Department","Current Employee","Saharanpur","Good work environment and culture. Teammates are supportive and the management is transparent. There is a huge cafeteria and gaming arcade for chilling. Company policies are good, appraisals are fair and they give good salary hike and bonus every year.","At the moment when I was there, there was a lot of politics and at my level Salary was decent but career growth was slow.","Rotational Shift ( Strict Timings ) , This is a desk job.","5.0","3.0","5.0","5.0","4.0","5.0","4.0","334","https://www.ambitionbox.com/reviews/itc-reviews?page=334"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","22/12/2020","Warehouse Manager","SCM & Logistics Department","Current Employee","Wimco nagar","Secured jobgement.","If I carry polite ŕelation , i was considered bad","Monday to Saturday ( Flexible Timings ) , This is a desk job. Ì was on contract","5.0","5.0","5.0","5.0","5.0","5.0","5.0","334","https://www.ambitionbox.com/reviews/itc-reviews?page=334"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","3.0","15/09/2020","Regional Sales Manager","Retail & B2C Sales Department","Current Employee","Manesar","Job security","It's more of top headed company and you are dependent on personal choice of your bosses for caterer growth. It's not good in developing people at lower or mid level.","Flexible Timings , This job involves Travel Within Country .","2.0","2.0","3.0","1.0","2.0","2.0","2.0","334","https://www.ambitionbox.com/reviews/itc-reviews?page=334"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","19/07/2020","Senior Programme Officer","CSR & Sustainability Department","Current Employee","Bhadrachalam","Perfect","","","5.0","5.0","5.0","5.0","5.0","5.0","5.0","334","https://www.ambitionbox.com/reviews/itc-reviews?page=334"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","29/12/2019","Area Executive","Sales Department","Current Employee","Kolkata","Learning process","Too much touring and no family life. Getting leave","Flexible Timings ,","2.0","4.0","4.0","4.0","5.0","4.0","3.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","03/10/2019","Assistant Manager Operations","Operations, Maintenance & Support Department","Current Employee","Bhadrachalam","Super industry","Salary for non engineering people","Strict Timings ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","14/06/2019","Deputy Officer","Pspd Department","Current Employee","Bhadrachalam","Better than Tata and birla","","","5.0","3.0","5.0","5.0","4.0","5.0","4.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","19/05/2019","Management Trainee","Secretarial Department","Current Employee","Kolkata","You get to learn a lot. You acquire knowledge and skills for lifetime.","Ego issues prevails amongst most of their employees.","Monday to Friday ( Strict Timings ) ,","3.0","5.0","4.0","5.0","5.0","4.0","3.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","08/02/2019","Supervisor","Marketing & Communication Department","Current Employee","","I love the fact that I am a part of a team that market reliable, high-quality product s and has a global client base.My colleagues come from various culture backgrounds, and we work happily in collaboration.","No. I like about working at ITC Ltd. It has high-quality product and always get customer feedback from market. Always focus on market about the quality, expiry,freshness of their product, which is sale from WD point.","Flexible Timings ,","3.0","3.0","3.0","5.0","5.0","4.0","3.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","16/01/2019","Senior Research Associate","Quality Department","Current Employee","","Job security and working culture","Nothing","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","1.0","06/12/2018","QA Chemist","Sunfeast Department","Current Employee","Haridwar","Very poor culture in itc ltd haridwar","Working environment within the department","Rotational Shift ( Strict Timings ) , This job involves Travel Within City .","1.0","1.0","1.0","1.0","1.0","1.0","1.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","01/11/2018","HR Assosciate","Subject / Specialization Teacher Department","Current Employee","Gurugram","Very cooperative staff,friendly environment,everybody is ready to sort out your problem","Nothing","Flexible Timings , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","26/10/2018","Shift Supervisor","Food, Beverage & Hospitality Department","Current Employee","Kolkata","","","Alternate Saturday off ( Strict Timings ) , This job involves Travel Within Country .","1.0","2.0","3.0","2.0","4.0","1.0","1.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","08/10/2018","Sales Supervisor","Division Department","Current Employee","Lunglei","Working culture","","","4.0","4.0","4.0","4.0","4.0","4.0","4.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","3.0","25/09/2018","Manager","","Current Employee","","","","Flexible Timings ,","4.0","","","","","","","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","2.0","03/05/2018","Customer Facilitator","Sales Department","Current Employee","Bengaluru","Learning","","","1.0","2.0","1.0","1.0","2.0","1.0","2.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","BD / Pre Sales","2.0","18/03/2025","Area Sales Manager (working remotely)","Permanent","Current Employee","","","","","3.0","5.0","5.0","5.0","5.0","5.0","5.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","30/05/2022","Quality Inspector","Quality Control Department","Current Employee","Chirala","Very good experience","Nothing except job security","Rotational Shift ( Strict Timings ) , This is a desk job.","5.0","3.0","3.0","4.0","5.0","3.0","2.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","18/12/2021","Senior Manager Project Management","Projects Department","Current Employee","Bhadrachalam","Seamless learning experience, knowledge sharing ,skill development , excellent job satisfaction , human touch and very much satisfied professional and personal life ...","Labour intensive operations and low individual effective performance ...","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country .","5.0","4.0","5.0","5.0","5.0","5.0","4.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","12/05/2021","Area Executive","Sales and distribution Department","Current Employee","Ahmedabad","Their development and welfare of employees","Nothing","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country .","5.0","4.0","5.0","4.0","4.0","4.0","4.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","30/12/2020","Area Sales Manager","Enterprise & B2B Sales Department","Current Employee","Nellore","","","","5.0","4.0","5.0","5.0","4.0","4.0","3.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","20/11/2020","Warehouse Manager","SCM & Logistics Department","Current Employee","Bangalore Rural","company policy is very nice to the staff working, management is very understanding and co-operative","nothing as such","Monday to Friday ( Strict Timings ) , This job involves Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","09/10/2020","Data Entry jobs","Computer Science Department","Current Employee","Chennai","Good environment and culture","thanks","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","4.0","5.0","4.0","4.0","5.0","3.0","5.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","UX, Design & Architecture","5.0","30/04/2019","Assistance Manager Garment Engineer","Permanent","Current Employee","","","","Monday to Friday ,","5.0","","5.0","5.0","5.0","5.0","4.0","335","https://www.ambitionbox.com/reviews/itc-reviews?page=335"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","3.0","12/03/2019","Chaupal Manager","Banking Operations Department","Current Employee","Gorakhpur","Best part of company is job security , training & devlopment.","","","3.0","4.0","4.0","4.0","5.0","3.0","3.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","08/03/2019","Area Manager","ITC/ ITD Department","Current Employee","Bhopal","Great learning institution you learn a lot 
High on system and processes 
Gives complete empowerment  
Inculcates in you high sense of iwnershy","Nothing I disliked","Monday to Saturday ( Strict Timings ) ,","4.0","4.0","5.0","5.0","5.0","5.0","5.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","22/01/2019","Corporate Sales Executive","BD / Pre Sales Department","Current Employee","","Salairi","Teemmade","Monday to Friday ( Strict Timings ) , This job involves Travel Within City .","4.0","4.0","4.0","4.0","5.0","5.0","4.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","20/01/2019","Buyer","Retail (ABD) Department","Current Employee","Hyderabad","ITC itself a brand and proved to be an employee in Company 
top class culture and employee benefits and HR policy’s are superb 
Top management and work environment was Outstanding
Thanks to ITC","Compensation wise ok/ decent. 
Growth rate is little slow.. 
The work pressure is little high and same time Ihave to work late nights. But Overall good experience with ITC. Immediate reporting manager do not value an individuals. But Top management and HR policy’s are superb.
Some times we use to get appreciation from Top management.","Monday to Friday ( Strict Timings ) , This job involves Travel Within Country .","3.0","3.0","5.0","5.0","5.0","5.0","4.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","22/12/2018","Manufacturing Executive","HR Operations Department","Current Employee","Hyderabad","Wonderful team mates and excellent work culture.","","","4.0","5.0","4.0","5.0","4.0","4.0","4.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","20/12/2018","MEERUT","Advertising & Creative Department","Current Employee","Meerut","I.T.C 
A reputed firm where  good opportunity for career growth .","Company  payroll is good  but distribution point package low","Alternate Saturday off ( Flexible Timings ) ,","4.0","4.0","4.0","4.0","5.0","5.0","5.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","06/11/2018","ON-LINE DATA ENTRY OPRATOR","DBA / Data warehousing Department","Current Employee","Mandideep","Very good experience","No issues","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","11/10/2018","Manager security systems and safety","Security manager/HR/Local relationship manager Department","Current Employee","Hosur","Very proud to work in ITC Tobacco Div, Hosur. Job learning,good culture, taking care of family when time needs in medical support in general a well disciplined administration.","No comments","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","4.0","4.0","5.0","5.0","5.0","4.0","5.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","29/09/2018","Area Manager","Marketing Department","Current Employee","Ahmedabad","Great team and OTJ training helps in understanding the role and great organisation","Career growth path","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","4.0","2.0","4.0","4.0","4.0","4.0","3.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","29/08/2018","Area Executive","BD / Pre Sales Department","Current Employee","","","","","3.0","4.0","4.0","4.0","5.0","4.0","4.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","08/08/2018","System Administrator","IT Network Department","Current Employee","Saharanpur","I have worked here very short period but  ITC have an excellent work culture for each and every prospective.","It was  first Full Time Job in my career but it was  a tobacco company. I hate and dislike tobacco.","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","4.0","4.0","5.0","5.0","5.0","5.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","06/05/2018","Accounts Associate","Accounting & Taxation Department","Current Employee","Gurugram","Carrer growth n on job facilities r gud","Bad Work culture n castisum","Monday to Friday ( Strict Timings ) ,","5.0","5.0","5.0","3.0","5.0","3.0","3.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","5.0","30/03/2018","Field Supervisor","Corporate Communication Department","Current Employee","","Good","Like","Monday to Saturday ( Flexible Timings ) ,","4.0","5.0","4.0","4.0","5.0","5.0","5.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","1.0","19/09/2017","Senior Officer","","Current Employee","","Nothing","Salary Politics","Monday to Saturday , This is a desk job.","1.0","1.0","3.0","1.0","1.0","1.0","1.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","19/09/2017","Assistant Branch Manager","BD / Pre Sales Department","Current Employee","Patna","Highly focussed on skill development thru various on & off the job training programs. Was lucky to work with some of the finest managers in the industry","Being highly system driven company and decision making happening only at senior management levels, knowledge gained thru trainings remained under-utilised..","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country .","3.0","3.0","5.0","4.0","5.0","3.0","3.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","4.0","03/09/2017","Assistant","HR Operations Department","Current Employee","Bengaluru","Employee choice company","non management cadre employees are overlooked","Monday to Friday ( Strict Timings ) ,","3.0","3.0","5.0","4.0","3.0","3.0","4.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Banking Operations","5.0","13/12/2023","HR Recruiter (working remotely)","Permanent","Current Employee","","Yes good tooo good toooo gooodddd","Good only yes good i
Only yes","Monday to Friday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Banking Operations","1.0","17/10/2023","Forklift Operator (working remotely)","Permanent","Current Employee","","I am Forkilep Oprita","I am Forkilep Oprita","Alternate Saturday off ( Flexible Timings ) , This is a desk job.","2.0","2.0","3.0","3.0","3.0","3.0","3.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Pharmaceutical & Biotechnology","5.0","29/07/2024","Research Trainee","Permanent","Current Employee","Bengaluru","Good .. .. ... ...","No dislikes ... ...... ...","Monday to Friday ( Strict Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","BFSI, Investments & Trading","5.0","09/12/2023","Machine Operator","Permanent","Current Employee","Hyderabad","Oven operetor","18500","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","4.0","3.0","5.0","4.0","4.0","3.0","4.0","336","https://www.ambitionbox.com/reviews/itc-reviews?page=336"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Accounting & Taxation","5.0","14/11/2023","Accountant","Permanent","Current Employee","Kolkata","itc india no 1 orgistion","no dislike itc","Strict Timings , This job involves Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Non Voice","5.0","11/07/2024","ORM Executive","Permanent","Current Employee","Bengaluru","👍","","","5.0","5.0","5.0","5.0","5.0","5.0","3.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Engineering","4.0","01/08/2023","Engineering Manager","Permanent","Current Employee","Haridwar","Already shared as the given rating","Already shared as the given rating","Flexible Timings , This is a desk job.","2.0","3.0","5.0","4.0","4.0","3.0","2.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Finance","4.0","25/10/2023","Financial Analyst (working remotely)","Permanent","Current Employee","","Yes ofcouse","No nothing to say","Monday to Friday ( Flexible Timings ) , This is a desk job.","5.0","5.0","4.0","5.0","5.0","4.0","4.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Finance","1.0","17/10/2023","Finance Executive","Permanent","Current Employee","Ongole","Nothing to say","Everything is worst","Monday to Saturday ( Flexible Timings ) , This is a desk job.","1.0","1.0","4.0","1.0","1.0","1.0","1.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","IT Consulting","1.0","19/10/2023","LabWare LIMS developer","Permanent","Current Employee","Bengaluru","Nothing to say high about","Nothing to say high about","3 days/week from office , Strict Timings , This is a desk job.","1.0","2.0","3.0","1.0","1.0","1.0","2.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Stores & Material Management","4.0","24/08/2023","Store Manager","Permanent","Current Employee","Kolkata","All things are good","All things are good","2 days/week from office , Monday to Friday ( Flexible Timings ) , This is a desk job.","5.0","5.0","3.0","2.0","3.0","3.0","5.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production, Manufacturing & Engineering","5.0","26/07/2023","Shift Incharge","Permanent","Current Employee","Guntur","Good  nice 👍","Good nice 👍","Rotational Shift ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Marketing","5.0","24/12/2023","Sales Executive","Permanent","Current Employee","Sitamarhi","Marketing officer.   Tl","","","3.0","4.0","5.0","5.0","3.0","3.0","4.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Engineering","5.0","01/08/2023","Store Incharge","Permanent","Current Employee","Manpura himachal pradesh","All ovér good 👍","No comment","Monday to Saturday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Enterprise & B2B Sales","2.0","20/10/2024","Area Sales Executive","Contractual","Current Employee","Bengaluru","Nil","Everything i dont like","Monday to Saturday ( Flexible Timings ) , This is a desk job.","2.0","1.0","4.0","1.0","1.0","1.0","1.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Management","4.0","30/10/2023","Planning Executive","Permanent","Current Employee","Chennai","Too much of work","","","1.0","3.0","5.0","2.0","5.0","5.0","2.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Marketing","4.0","04/05/2023","Senior Area Executive","Permanent","Current Employee","Mumbai","Nothing to say about ITC... Just to say IYC is ITC and proud to be an ITCian....","Nothing to say.... Sorry","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","4.0","3.0","4.0","4.0","5.0","4.0","4.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Enterprise & B2B Sales","5.0","09/12/2023","Sales Officer","Permanent","Current Employee","Kolkata","Very good working atmosphere with management support.","Nothing nothing nothing nothing nothing","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","5.0","3.0","5.0","5.0","5.0","5.0","4.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Retail & B2C Sales","2.0","18/09/2023","Direct Sales Associate","Permanent","Current Employee","Assam","Not like","All dislike ......","Strict Timings , This is a desk job.","2.0","1.0","1.0","1.0","1.0","1.0","1.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Marketing","5.0","04/01/2024","Seles Man","Permanent","Current Employee","Parbhani","Yes","","","4.0","3.0","3.0","3.0","3.0","3.0","3.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production & Manufacturing","4.0","20/12/2023","Ticketing Manager","Permanent","Current Employee","Pune","","","","","","3.0","5.0","4.0","5.0","2.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Marketing & Communication","3.0","25/07/2023","Area Executive","Permanent","Current Employee","Bikaner","As you know","As you know","Monday to Saturday ( Strict Timings ) , This job involves Travel Within Country .","1.0","4.0","4.0","1.0","5.0","1.0","3.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production & Manufacturing","5.0","13/10/2023","Operator","Contractual","Current Employee","Uluberia","Yes 🥰","i don't dislike","Flexible Timings , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","F&B Service","5.0","25/12/2023","Food & Beverage Manager","Permanent","Current Employee","Kanpur","","","Monday to Friday ( Strict Timings ) ,","1.0","2.0","","","","","","337","https://www.ambitionbox.com/reviews/itc-reviews?page=337"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Software Development","3.0","17/04/2023","Software Developer","Permanent","Current Employee","Kolkata","good environment good good good","bad bad bad bad bad","Monday to Saturday ( Flexible Timings ) , This is a desk job.","4.0","3.0","3.0","4.0","4.0","3.0","4.0","338","https://www.ambitionbox.com/reviews/itc-reviews?page=338"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Finance","5.0","16/10/2023","Office Attendant","Permanent","Current Employee","Guntur","I want best porfarmens","","","5.0","5.0","5.0","5.0","5.0","5.0","5.0","338","https://www.ambitionbox.com/reviews/itc-reviews?page=338"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Lending","1.0","10/07/2023","Opeeator","Permanent","Current Employee","Munger","Bagut mast laga itc","Kantin","Alternate Saturday off ( Strict Timings ) , This job involves Travel Within Country , International Travel .","1.0","2.0","1.0","2.0","2.0","2.0","2.0","338","https://www.ambitionbox.com/reviews/itc-reviews?page=338"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","General Insurance","4.0","10/04/2023","Senior Executive Operations","Permanent","Current Employee","Gurugram","Pata nahi g kuch","Bahut kuch hai naukri na dete yr","Monday to Friday ( Flexible Timings ) , This is a desk job.","4.0","3.0","3.0","3.0","3.0","5.0","3.0","338","https://www.ambitionbox.com/reviews/itc-reviews?page=338"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Engineering - Hardware & Networks","5.0","04/05/2023","Engineering Manager","Permanent","Current Employee","Haridwar","Everything","Nothing dislikes
Everything is ok","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","4.0","5.0","5.0","338","https://www.ambitionbox.com/reviews/itc-reviews?page=338"
